"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","FBORNPOP","TOT","PC_POP","A","2006",8.2,
"ISL","FBORNPOP","TOT","PC_POP","A","2007",10,
"ISL","FBORNPOP","TOT","PC_POP","A","2008",11.5,
"ISL","FBORNPOP","TOT","PC_POP","A","2009",11.9,
"ISL","FBORNPOP","TOT","PC_POP","A","2010",11,
"ISL","FBORNPOP","TOT","PC_POP","A","2011",10.7,
"ISL","FBORNPOP","TOT","PC_POP","A","2012",10.6,
"ISL","FBORNPOP","TOT","PC_POP","A","2013",10.8,
"ISL","FBORNPOP","TOT","PC_POP","A","2014",11.3,
"ISL","FBORNPOP","TOT","PC_POP","A","2015",11.9,
"ISL","FBORNPOP","TOT","PC_POP","A","2016",12.7,
"ISL","FBORNPOP","TOT","PC_POP","A","2017",13.9,
"ISL","FBORNPOP","TOT","PC_POP","A","2018",16.2,
"ISL","FBORNPOP","TOT","PC_POP","A","2019",18.1,
"SVK","FBORNPOP","TOT","PC_POP","A","2008",1.1,
"SVK","FBORNPOP","TOT","PC_POP","A","2010",2.6,
"SVK","FBORNPOP","TOT","PC_POP","A","2011",2.7,
"SVK","FBORNPOP","TOT","PC_POP","A","2012",3.1,
"SVK","FBORNPOP","TOT","PC_POP","A","2013",3.2,
"SVK","FBORNPOP","TOT","PC_POP","A","2014",3.2,
"SVK","FBORNPOP","TOT","PC_POP","A","2015",3.3,
"SVK","FBORNPOP","TOT","PC_POP","A","2016",3.3,
"SVK","FBORNPOP","TOT","PC_POP","A","2017",3.4,
"SVK","FBORNPOP","TOT","PC_POP","A","2018",3.5,
"SVK","FBORNPOP","TOT","PC_POP","A","2019",3.6,
"ISR","FBORNPOP","TOT","PC_POP","A","2000",32.7,
"ISR","FBORNPOP","TOT","PC_POP","A","2001",32.3,
"ISR","FBORNPOP","TOT","PC_POP","A","2002",32.1,
"ISR","FBORNPOP","TOT","PC_POP","A","2003",31.6,
"ISR","FBORNPOP","TOT","PC_POP","A","2004",30.9,
"ISR","FBORNPOP","TOT","PC_POP","A","2005",30,
"ISR","FBORNPOP","TOT","PC_POP","A","2006",29.2,
"ISR","FBORNPOP","TOT","PC_POP","A","2007",28.2,
"ISR","FBORNPOP","TOT","PC_POP","A","2008",27.3,
"ISR","FBORNPOP","TOT","PC_POP","A","2009",26.4,
"ISR","FBORNPOP","TOT","PC_POP","A","2010",25.6,
"ISR","FBORNPOP","TOT","PC_POP","A","2011",25,
"ISR","FBORNPOP","TOT","PC_POP","A","2012",24.3,
"ISR","FBORNPOP","TOT","PC_POP","A","2013",23.7,
"ISR","FBORNPOP","TOT","PC_POP","A","2014",23.2,
"ISR","FBORNPOP","TOT","PC_POP","A","2015",22.8,
"ISR","FBORNPOP","TOT","PC_POP","A","2016",22.4,
"ISR","FBORNPOP","TOT","PC_POP","A","2017",22,
"ISR","FBORNPOP","TOT","PC_POP","A","2018",21.6,
"ISR","FBORNPOP","TOT","PC_POP","A","2019",21.2,
"LVA","FBORNPOP","TOT","PC_POP","A","2001",18.8,
"LVA","FBORNPOP","TOT","PC_POP","A","2008",15.5,
"LVA","FBORNPOP","TOT","PC_POP","A","2009",15.1,
"LVA","FBORNPOP","TOT","PC_POP","A","2010",14.8,
"LVA","FBORNPOP","TOT","PC_POP","A","2011",14.5,
"LVA","FBORNPOP","TOT","PC_POP","A","2012",14,
"LVA","FBORNPOP","TOT","PC_POP","A","2013",13.7,
"LVA","FBORNPOP","TOT","PC_POP","A","2014",13.4,
"LVA","FBORNPOP","TOT","PC_POP","A","2015",13.3,
"LVA","FBORNPOP","TOT","PC_POP","A","2016",13.1,
"LVA","FBORNPOP","TOT","PC_POP","A","2017",12.9,
"LVA","FBORNPOP","TOT","PC_POP","A","2018",12.8,
"LVA","FBORNPOP","TOT","PC_POP","A","2019",12.7,
"LTU","FBORNPOP","TOT","PC_POP","A","2001",7.1,
"LTU","FBORNPOP","TOT","PC_POP","A","2005",6.8,
"LTU","FBORNPOP","TOT","PC_POP","A","2007",6.8,
"LTU","FBORNPOP","TOT","PC_POP","A","2008",6.9,
"LTU","FBORNPOP","TOT","PC_POP","A","2009",6.9,
"LTU","FBORNPOP","TOT","PC_POP","A","2010",6.9,
"LTU","FBORNPOP","TOT","PC_POP","A","2011",6.7,
"LTU","FBORNPOP","TOT","PC_POP","A","2012",6.8,
"LTU","FBORNPOP","TOT","PC_POP","A","2014",4.6,
"LTU","FBORNPOP","TOT","PC_POP","A","2015",4.6,
"LTU","FBORNPOP","TOT","PC_POP","A","2016",4.5,
"LTU","FBORNPOP","TOT","PC_POP","A","2017",4.5,
"LTU","FBORNPOP","TOT","PC_POP","A","2018",4.7,
"LTU","FBORNPOP","TOT","PC_POP","A","2019",5,
